ns,total,read,write,time
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:06Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:06Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:06Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:06Z
ycsb.usertable,16201ms,3769ms,12432ms,2019-11-27T12:48:07Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:07Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:07Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:07Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:07Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:07Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:07Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:07Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:07Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:07Z
ycsb.usertable,15453ms,4540ms,10913ms,2019-11-27T12:48:08Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:08Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:08Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:08Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:08Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:08Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:08Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:08Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:08Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:08Z
ycsb.usertable,15870ms,4349ms,11520ms,2019-11-27T12:48:09Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:09Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:09Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:09Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:09Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:09Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:09Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:09Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:09Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:09Z
ycsb.usertable,17186ms,5026ms,12160ms,2019-11-27T12:48:10Z
local.oplog.rs,12ms,12ms,0ms,2019-11-27T12:48:10Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:10Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:10Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:10Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:10Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:10Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:10Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:10Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:10Z
ycsb.usertable,18114ms,5515ms,12599ms,2019-11-27T12:48:11Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:11Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:11Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:11Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:11Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:11Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:11Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:11Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:11Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:11Z
ycsb.usertable,16102ms,5393ms,10709ms,2019-11-27T12:48:12Z
local.oplog.rs,6ms,6ms,0ms,2019-11-27T12:48:12Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:12Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:12Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:12Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:12Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:12Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:12Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:12Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:12Z
ycsb.usertable,15635ms,5505ms,10130ms,2019-11-27T12:48:13Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:13Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:13Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:13Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:13Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:13Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:13Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:13Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:13Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:13Z
ycsb.usertable,16206ms,5510ms,10695ms,2019-11-27T12:48:14Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:14Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:14Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:14Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:14Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:14Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:14Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:14Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:14Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:14Z
ycsb.usertable,15967ms,5045ms,10921ms,2019-11-27T12:48:15Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:15Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:15Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:15Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:15Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:15Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:15Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:15Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:15Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:15Z
ycsb.usertable,16015ms,5555ms,10460ms,2019-11-27T12:48:16Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T12:48:16Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:16Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:16Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:16Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:16Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:16Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:16Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:16Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:16Z
ycsb.usertable,15767ms,4899ms,10867ms,2019-11-27T12:48:17Z
local.oplog.rs,9ms,9ms,0ms,2019-11-27T12:48:17Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:17Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:17Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:17Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:17Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:17Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:17Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:17Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:17Z
ycsb.usertable,15809ms,4119ms,11690ms,2019-11-27T12:48:18Z
local.oplog.rs,6ms,6ms,0ms,2019-11-27T12:48:18Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:18Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:18Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:18Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:18Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:18Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:18Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:18Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:18Z
ycsb.usertable,16785ms,5807ms,10978ms,2019-11-27T12:48:19Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:19Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:19Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:19Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:19Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:19Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:19Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:19Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:19Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:19Z
ycsb.usertable,15658ms,4344ms,11313ms,2019-11-27T12:48:20Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:20Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:20Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:20Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:20Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:20Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:20Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:20Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:20Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:20Z
ycsb.usertable,15865ms,5771ms,10094ms,2019-11-27T12:48:21Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:21Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:21Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:21Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:21Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:21Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:21Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:21Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:21Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:21Z
ycsb.usertable,15901ms,4823ms,11078ms,2019-11-27T12:48:22Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:22Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:22Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:22Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:22Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:22Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:22Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:22Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:22Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:22Z
ycsb.usertable,15797ms,5464ms,10332ms,2019-11-27T12:48:23Z
local.oplog.rs,6ms,6ms,0ms,2019-11-27T12:48:23Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:23Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:23Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:23Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:23Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:23Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:23Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:23Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:23Z
ycsb.usertable,16052ms,4077ms,11974ms,2019-11-27T12:48:24Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:24Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:24Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:24Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:24Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:24Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:24Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:24Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:24Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:24Z
ycsb.usertable,19211ms,4609ms,14602ms,2019-11-27T12:48:25Z
local.oplog.rs,9ms,9ms,0ms,2019-11-27T12:48:25Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:25Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:25Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:25Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:25Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:25Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:25Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:25Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:25Z
ycsb.usertable,16319ms,3396ms,12923ms,2019-11-27T12:48:26Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:26Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:26Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:26Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:26Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:26Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:26Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:26Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:26Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:26Z
ycsb.usertable,15881ms,5702ms,10179ms,2019-11-27T12:48:27Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:27Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:27Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:27Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:27Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:27Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:27Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:27Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:27Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:27Z
ycsb.usertable,15414ms,3877ms,11537ms,2019-11-27T12:48:28Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:28Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:28Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:28Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:28Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:28Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:28Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:28Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:28Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:28Z
ycsb.usertable,16244ms,5771ms,10472ms,2019-11-27T12:48:29Z
local.oplog.rs,9ms,9ms,0ms,2019-11-27T12:48:29Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:29Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:29Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:29Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:29Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:29Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:29Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:29Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:29Z
ycsb.usertable,15831ms,4386ms,11445ms,2019-11-27T12:48:30Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T12:48:30Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:30Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:30Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:30Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:30Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:30Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:30Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:30Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:30Z
ycsb.usertable,16162ms,4876ms,11285ms,2019-11-27T12:48:31Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:31Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:31Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:31Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:31Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:31Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:31Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:31Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:31Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:31Z
ycsb.usertable,15104ms,4196ms,10908ms,2019-11-27T12:48:32Z
local.oplog.rs,9ms,9ms,0ms,2019-11-27T12:48:32Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:32Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:32Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:32Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:32Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:32Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:32Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:32Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:32Z
ycsb.usertable,16501ms,5395ms,11105ms,2019-11-27T12:48:33Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:33Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:33Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:33Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:33Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:33Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:33Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:33Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:33Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:33Z
ycsb.usertable,16600ms,5105ms,11494ms,2019-11-27T12:48:35Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:35Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:35Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:35Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:35Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:35Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:35Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:35Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:35Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:35Z
ycsb.usertable,16518ms,4823ms,11694ms,2019-11-27T12:48:36Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T12:48:36Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:36Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:36Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:36Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:36Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:36Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:36Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:36Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:36Z
ycsb.usertable,17792ms,4006ms,13786ms,2019-11-27T12:48:37Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:37Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:37Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:37Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:37Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:37Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:37Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:37Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:37Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:37Z
ycsb.usertable,15212ms,4683ms,10529ms,2019-11-27T12:48:38Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:38Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:38Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:38Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:38Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:38Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:38Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:38Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:38Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:38Z
ycsb.usertable,16599ms,4725ms,11874ms,2019-11-27T12:48:39Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T12:48:39Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:39Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:39Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:39Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:39Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:39Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:39Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:39Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:39Z
ycsb.usertable,16016ms,4120ms,11896ms,2019-11-27T12:48:40Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:40Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:40Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:40Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:40Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:40Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:40Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:40Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:40Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:40Z
ycsb.usertable,19419ms,4696ms,14722ms,2019-11-27T12:48:41Z
local.oplog.rs,6ms,6ms,0ms,2019-11-27T12:48:41Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:41Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:41Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:41Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:41Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:41Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:41Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:41Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:41Z
ycsb.usertable,22030ms,7628ms,14402ms,2019-11-27T12:48:42Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T12:48:42Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:42Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:42Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:42Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:42Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:42Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:42Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:42Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:42Z
ycsb.usertable,4362ms,2227ms,2135ms,2019-11-27T12:48:43Z
local.oplog.rs,9ms,9ms,0ms,2019-11-27T12:48:43Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:43Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:43Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:43Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:43Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:43Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:43Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:43Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:43Z
ycsb.usertable,26954ms,4997ms,21957ms,2019-11-27T12:48:44Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T12:48:44Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:44Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:44Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:44Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:44Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:44Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:44Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:44Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:44Z
ycsb.usertable,16078ms,4768ms,11309ms,2019-11-27T12:48:45Z
local.oplog.rs,9ms,9ms,0ms,2019-11-27T12:48:45Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:45Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:45Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:45Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:45Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:45Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:45Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:45Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:45Z
ycsb.usertable,17168ms,5032ms,12136ms,2019-11-27T12:48:46Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T12:48:46Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T12:48:46Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T12:48:46Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T12:48:46Z
admin.system.version,0ms,0ms,0ms,2019-11-27T12:48:46Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T12:48:46Z
config.transactions,0ms,0ms,0ms,2019-11-27T12:48:46Z
local.replset.election,0ms,0ms,0ms,2019-11-27T12:48:46Z
local.system.replset,0ms,0ms,0ms,2019-11-27T12:48:46Z
