usr,sys,idl,wai,stl,read,writ,recv,send,in,out,int,csw,
17,6,0,77,0,13M,1368k,385k,569k,0,0,8474,12k
17,5,0,78,0,14M,760k,307k,556k,0,0,8336,11k
14,5,0,80,0,11M,2184k,432k,609k,0,0,9007,13k
12,6,1,81,0,13M,1392k,188k,346k,0,0,13k,20k
18,5,2,75,0,12M,4748k,160k,343k,0,0,7810,11k
12,4,1,83,0,12M,2708k,144k,284k,0,0,7066,10k
14,5,0,81,0,13M,1132k,339k,533k,0,0,7938,11k
17,5,0,78,0,12M,1888k,407k,571k,0,0,8674,12k
17,6,0,76,0,12M,1424k,420k,644k,0,0,8948,12k
17,6,0,77,0,10M,10M,512k,625k,0,0,10k,14k
17,5,2,76,0,6872k,30M,322k,402k,0,0,14k,21k
17,6,1,77,0,8976k,17M,292k,432k,0,0,8682,12k
16,6,2,76,0,7748k,20M,201k,318k,0,0,7162,10k
17,7,0,76,0,12M,772k,327k,532k,0,0,8640,12k
15,8,0,77,0,13M,624k,288k,538k,0,0,8290,11k
16,6,2,76,0,7876k,24M,41k,82k,0,0,21k,36k
17,6,0,78,0,11M,11M,302k,501k,0,0,8315,11k
17,7,1,75,0,12M,940k,433k,580k,0,0,9441,13k
17,6,2,76,0,7236k,26M,295k,426k,0,0,9816,14k
15,5,2,78,0,8116k,20M,48k,105k,0,0,6421,9157
15,5,2,78,0,8000k,21M,117k,234k,0,0,6689,9473
14,5,0,81,0,13M,432k,220k,442k,0,0,7952,11k
16,7,2,75,0,13M,2140k,255k,414k,0,0,8214,12k
16,6,1,77,0,12M,3608k,106k,265k,0,0,7310,10k
17,6,2,76,0,12M,2208k,407k,597k,0,0,8922,12k
